id,loan_status,aproval_prob
67650,0,0.0407
67651,0,0.0016
67652,0,0.0234
67653,0,0.0589
67654,0,0.195
67655,0,0.1941
67656,0,0.0154
67657,0,0.1672
67658,0,0.0243
67659,0,0.3037
67660,0,0.0072
67661,0,0.0082
67662,1,0.9786
67663,0,0.1335
67664,1,0.8806
67665,1,0.9571
67666,0,0.021
67667,0,0.0139
67668,0,0.0032
67669,0,0.0141
67670,0,0.012
67671,0,0.0275
67672,0,0.0664
67673,0,0.0084
67674,0,0.1381
67675,0,0.0379
67676,0,0.0213
67677,0,0.0517
67678,0,0.0801
67679,0,0.0712
67680,0,0.0452
67681,0,0.3277
67682,1,0.9162
67683,1,0.9613
67684,0,0.0172
67685,0,0.062
67686,0,0.0087
67687,0,0.0101
67688,0,0.0106
67689,0,0.0064
67690,0,0.2477
67691,0,0.1896
67692,0,0.0192
67693,0,0.0281
67694,0,0.0477
67695,1,0.9621
67696,0,0.0326
67697,0,0.0135
67698,0,0.0136
67699,0,0.1112
67700,0,0.0128
67701,0,0.0789
67702,0,0.0037
67703,0,0.0123
67704,1,0.9645
67705,0,0.0444
67706,0,0.0142
67707,0,0.0076
67708,0,0.0085
67709,0,0.045
67710,0,0.0056
67711,0,0.0745
67712,0,0.0088
67713,0,0.0267
67714,0,0.0546
67715,0,0.0187
67716,0,0.0663
67717,0,0.0406
67718,0,0.1739
67719,1,0.9546
67720,0,0.0129
67721,0,0.2256
67722,0,0.0166
67723,0,0.0172
67724,0,0.0262
67725,0,0.0136
67726,0,0.3211
67727,0,0.0712
67728,1,0.9602
67729,0,0.0234
67730,0,0.0974
67731,1,0.8212
67732,0,0.0165
67733,0,0.1931
67734,1,0.8316
67735,0,0.0139
67736,0,0.0365
67737,1,0.9298
67738,0,0.0117
67739,0,0.0055
67740,0,0.0063
67741,0,0.0315
67742,0,0.0213
67743,0,0.0084
67744,0,0.0145
67745,0,0.0117
67746,0,0.0111
67747,0,0.019
67748,0,0.0036
67749,0,0.0056
67750,0,0.0018
67751,1,0.9476
67752,0,0.0329
67753,0,0.0596
67754,0,0.0577
67755,0,0.0478
67756,0,0.0678
67757,0,0.0203
67758,0,0.0432
67759,1,0.9583
67760,0,0.0482
67761,0,0.0168
67762,0,0.0093
67763,0,0.067
67764,0,0.0249
67765,0,0.0347
67766,0,0.0136
67767,0,0.0263
67768,0,0.0157
67769,0,0.0325
67770,0,0.027
67771,0,0.023
67772,1,0.6121
67773,0,0.0081
67774,0,0.0459
67775,0,0.0739
67776,0,0.054
67777,0,0.0095
67778,1,0.9514
67779,1,0.9196
67780,0,0.0148
67781,0,0.0056
67782,0,0.0133
67783,0,0.0032
67784,0,0.0071
67785,1,0.9907
67786,0,0.0254
67787,0,0.1817
67788,0,0.0163
67789,0,0.0582
67790,0,0.0271
67791,0,0.0033
67792,0,0.0187
67793,0,0.0214
67794,0,0.0145
67795,0,0.0048
67796,0,0.0122
67797,0,0.002
67798,0,0.0011
67799,0,0.005
67800,0,0.0048
67801,0,0.0252
67802,0,0.2502
67803,0,0.0087
67804,1,0.9682
67805,1,0.5707
67806,0,0.1249
67807,0,0.1034
67808,0,0.0071
67809,0,0.1471
67810,0,0.0098
67811,0,0.0096
67812,0,0.009
67813,0,0.1625
67814,0,0.0015
67815,0,0.0113
67816,0,0.0138
67817,0,0.0038
67818,0,0.0273
67819,0,0.0402
67820,0,0.0196
67821,1,0.9527
67822,0,0.0264
67823,0,0.0304
67824,0,0.0072
67825,0,0.0055
67826,0,0.0026
67827,0,0.0266
67828,0,0.0203
67829,0,0.1188
67830,0,0.0933
67831,0,0.0171
67832,0,0.0674
67833,0,0.3577
67834,0,0.0133
67835,0,0.0114
67836,0,0.1308
67837,0,0.0146
67838,0,0.0372
67839,0,0.0032
67840,0,0.0271
67841,0,0.0225
67842,0,0.0226
67843,0,0.098
67844,0,0.0088
67845,0,0.0236
67846,0,0.021
67847,0,0.0147
67848,0,0.0376
67849,0,0.0145
67850,0,0.0068
67851,0,0.0093
67852,0,0.0017
67853,0,0.0722
67854,0,0.0142
67855,0,0.0015
67856,0,0.0072
67857,0,0.029
67858,0,0.0013
67859,0,0.0049
67860,0,0.0225
67861,0,0.0722
67862,0,0.1001
67863,0,0.002
67864,0,0.0467
67865,0,0.0341
67866,0,0.0444
67867,0,0.2064
67868,0,0.0129
67869,0,0.0377
67870,0,0.0419
67871,0,0.0135
67872,0,0.0145
67873,0,0.015
67874,0,0.0225
67875,0,0.0111
67876,0,0.3044
67877,0,0.1552
67878,0,0.1887
67879,0,0.0496
67880,0,0.1442
67881,0,0.0181
67882,0,0.0198
67883,0,0.0241
67884,0,0.0815
67885,0,0.0009
67886,1,0.8764
67887,0,0.022
67888,0,0.0824
67889,0,0.0163
67890,0,0.0191
67891,0,0.0633
67892,0,0.0113
67893,1,0.937
67894,0,0.0296
67895,0,0.0158
67896,0,0.0123
67897,0,0.0083
67898,0,0.034
67899,0,0.139
67900,0,0.0583
67901,0,0.0044
67902,0,0.0116
67903,0,0.0354
67904,1,0.9968
67905,0,0.0156
67906,0,0.0509
67907,0,0.0363
67908,0,0.0276
67909,0,0.0204
67910,0,0.1962
67911,0,0.129
67912,0,0.2529
67913,0,0.4577
67914,0,0.0062
67915,0,0.0323
67916,0,0.0013
67917,0,0.011
67918,0,0.0068
67919,0,0.0472
67920,0,0.0578
67921,0,0.0095
67922,0,0.0306
67923,0,0.4331
67924,0,0.0279
67925,0,0.0094
67926,0,0.0219
67927,0,0.0897
67928,0,0.0663
67929,0,0.0658
67930,0,0.0224
67931,1,0.558
67932,0,0.0087
67933,0,0.011
67934,0,0.1199
67935,0,0.0036
67936,0,0.0285
67937,0,0.0687
67938,0,0.0127
67939,0,0.0261
67940,0,0.0116
67941,0,0.0574
67942,0,0.0088
67943,0,0.0397
67944,0,0.0189
67945,0,0.0057
67946,0,0.0253
67947,0,0.0736
67948,0,0.0159
67949,0,0.0172
67950,0,0.0128
67951,0,0.0695
67952,0,0.01
67953,0,0.0098
67954,0,0.0073
67955,0,0.0211
67956,0,0.0044
67957,0,0.0651
67958,0,0.0123
67959,0,0.0379
67960,0,0.0154
67961,0,0.0453
67962,0,0.021
67963,0,0.0772
67964,0,0.006
67965,0,0.0451
67966,0,0.0569
67967,0,0.0044
67968,0,0.1071
67969,0,0.0166
67970,0,0.0213
67971,0,0.0222
67972,0,0.0334
67973,0,0.0325
67974,0,0.0177
67975,1,0.8476
67976,0,0.0291
67977,1,0.9581
67978,0,0.0501
67979,0,0.2019
67980,0,0.0797
67981,0,0.0177
67982,1,0.9527
67983,0,0.05
67984,0,0.1219
67985,0,0.0134
67986,0,0.03
67987,0,0.2163
67988,1,0.8808
67989,0,0.011
67990,0,0.0215
67991,0,0.0049
67992,0,0.0822
67993,0,0.0151
67994,0,0.0594
67995,0,0.2241
67996,0,0.0023
67997,0,0.0165
67998,0,0.006
67999,1,0.9502
68000,0,0.0032
68001,0,0.1024
68002,0,0.0099
68003,1,0.968
68004,0,0.0323
68005,0,0.0774
68006,0,0.0563
68007,0,0.0139
68008,0,0.0521
68009,0,0.015
68010,0,0.1661
68011,0,0.0161
68012,0,0.0038
68013,1,0.979
68014,0,0.0116
68015,0,0.0553
68016,1,0.9722
68017,0,0.0092
68018,0,0.0192
68019,0,0.0683
68020,0,0.027
68021,0,0.1068
68022,0,0.0275
68023,0,0.1116
68024,0,0.0069
68025,0,0.0351
68026,0,0.0141
68027,1,0.9601
68028,0,0.075
68029,0,0.0156
68030,0,0.008
68031,0,0.0143
68032,0,0.0057
68033,0,0.0251
68034,1,0.9645
68035,1,0.9731
68036,0,0.0022
68037,0,0.0085
68038,0,0.0063
68039,0,0.1203
68040,1,0.9765
68041,0,0.0582
68042,0,0.0425
68043,0,0.0732
68044,0,0.0171
68045,0,0.0887
68046,0,0.0322
68047,0,0.1884
68048,0,0.0457
68049,1,0.9235
68050,0,0.0151
68051,0,0.0251
68052,0,0.0423
68053,0,0.0094
68054,0,0.0156
68055,0,0.0126
68056,0,0.0259
68057,0,0.0865
68058,0,0.2845
68059,0,0.0027
68060,0,0.0132
68061,0,0.0285
68062,0,0.0174
68063,1,0.9812
68064,0,0.0133
68065,0,0.0134
68066,0,0.0107
68067,1,0.9735
68068,0,0.0049
68069,0,0.0237
68070,0,0.0418
68071,0,0.0208
68072,0,0.0224
68073,1,0.9666
68074,1,0.9966
68075,0,0.0158
68076,0,0.043
68077,0,0.0421
68078,1,0.9747
68079,0,0.0189
68080,0,0.0227
68081,0,0.0545
68082,0,0.0341
68083,0,0.025
68084,0,0.0183
68085,0,0.0253
68086,0,0.0302
68087,0,0.0018
68088,0,0.0861
68089,0,0.0101
68090,0,0.0012
68091,1,0.8647
68092,0,0.0629
68093,0,0.023
68094,0,0.0038
68095,0,0.051
68096,0,0.0575
68097,0,0.0179
68098,1,0.9846
68099,1,0.9394
68100,0,0.0161
68101,0,0.014
68102,0,0.0081
68103,0,0.2588
68104,0,0.056
68105,0,0.0383
68106,0,0.0193
68107,0,0.0108
68108,0,0.0351
68109,0,0.3604
68110,0,0.0929
68111,0,0.0448
68112,0,0.0738
68113,0,0.0149
68114,0,0.0643
68115,0,0.0721
68116,0,0.0087
68117,0,0.009
68118,0,0.0307
68119,0,0.0127
68120,0,0.063
68121,0,0.0097
68122,0,0.0228
68123,0,0.0275
68124,0,0.0426
68125,0,0.0135
68126,0,0.0719
68127,0,0.0249
68128,0,0.0046
68129,0,0.1015
68130,1,0.9415
68131,0,0.0284
68132,0,0.0826
68133,0,0.1158
68134,0,0.0173
68135,0,0.0679
68136,0,0.0129
68137,0,0.0629
68138,0,0.0226
68139,0,0.047
68140,0,0.0802
68141,0,0.0354
68142,0,0.0074
68143,0,0.0081
68144,0,0.3227
68145,0,0.0202
68146,0,0.0381
68147,0,0.0199
68148,0,0.0209
68149,0,0.007
68150,0,0.0454
68151,0,0.021
68152,0,0.2894
68153,0,0.0337
68154,0,0.0606
68155,0,0.0214
68156,0,0.0097
68157,0,0.0121
68158,1,0.9391
68159,0,0.0089
68160,0,0.0138
68161,0,0.001
68162,0,0.0162
68163,1,0.7729
68164,0,0.0258
68165,0,0.2016
68166,0,0.0525
68167,0,0.0237
68168,0,0.0091
68169,0,0.0374
68170,0,0.0594
68171,0,0.0108
68172,0,0.007
68173,0,0.0013
68174,0,0.0264
68175,0,0.018
68176,1,0.9712
68177,0,0.0101
68178,0,0.0283
68179,0,0.0045
68180,0,0.0225
68181,0,0.0996
68182,0,0.039
68183,1,0.9887
68184,0,0.0078
68185,0,0.0703
68186,0,0.0238
68187,0,0.0095
68188,0,0.0102
68189,0,0.003
68190,0,0.0332
68191,0,0.0354
68192,0,0.0043
68193,0,0.0278
68194,0,0.0091
68195,0,0.0049
68196,0,0.0272
68197,0,0.123
68198,1,0.7273
68199,0,0.0369
68200,0,0.0166
68201,0,0.0202
68202,0,0.0132
68203,0,0.2993
68204,1,0.985
68205,1,0.6662
68206,0,0.0853
68207,0,0.0081
68208,0,0.217
68209,0,0.0075
68210,1,0.9943
68211,0,0.0108
68212,0,0.0119
68213,0,0.0222
68214,0,0.0215
68215,0,0.0407
68216,0,0.2966
68217,0,0.0035
68218,0,0.1111
68219,0,0.2627
68220,0,0.0259
68221,0,0.0605
68222,0,0.1104
68223,0,0.0628
68224,0,0.0631
68225,0,0.0105
68226,0,0.0081
68227,1,0.9162
68228,0,0.22
68229,0,0.0195
68230,0,0.0038
68231,0,0.0363
68232,0,0.0456
68233,0,0.0094
68234,0,0.0136
68235,0,0.0662
68236,0,0.0458
68237,0,0.1163
68238,0,0.0027
68239,0,0.0881
68240,0,0.0355
68241,0,0.0349
68242,0,0.0203
68243,0,0.0553
68244,0,0.0282
68245,0,0.0072
68246,0,0.0043
68247,0,0.0154
68248,0,0.0129
68249,0,0.012
68250,0,0.0113
68251,0,0.0133
68252,0,0.1214
68253,0,0.0031
68254,0,0.0103
68255,0,0.0462
68256,0,0.0093
68257,0,0.001
68258,1,0.9298
68259,0,0.042
68260,0,0.042
68261,0,0.0042
68262,0,0.0053
68263,0,0.0086
68264,0,0.0204
68265,1,0.9878
68266,0,0.0165
68267,0,0.0671
68268,0,0.0512
68269,0,0.0128
68270,0,0.0102
68271,0,0.0085
68272,0,0.2343
68273,0,0.0086
68274,0,0.0052
68275,0,0.4747
68276,0,0.329
68277,0,0.0055
68278,0,0.0065
68279,0,0.0666
68280,0,0.0137
68281,0,0.0409
68282,0,0.0455
68283,0,0.0173
68284,0,0.0112
68285,0,0.0661
68286,0,0.0021
68287,0,0.005
68288,0,0.0863
68289,0,0.0088
68290,0,0.0109
68291,0,0.0881
68292,0,0.01
68293,0,0.0009
68294,0,0.1151
68295,1,0.92
68296,1,0.9076
68297,0,0.0198
68298,0,0.0077
68299,0,0.0167
68300,0,0.0578
68301,0,0.0024
68302,0,0.0137
68303,0,0.0134
68304,0,0.0108
68305,0,0.0103
68306,0,0.026
68307,0,0.0032
68308,0,0.0551
68309,0,0.028
68310,0,0.0539
68311,0,0.0514
68312,0,0.0152
68313,0,0.0011
68314,0,0.0261
68315,1,0.8255
68316,0,0.0736
68317,0,0.016
68318,0,0.0385
68319,0,0.0052
68320,0,0.0265
68321,0,0.0084
68322,0,0.1565
68323,0,0.0129
68324,0,0.0665
68325,0,0.0049
68326,0,0.0135
68327,0,0.0751
68328,0,0.0232
68329,0,0.017
68330,0,0.0292
68331,0,0.0674
68332,0,0.087
68333,0,0.0088
68334,0,0.0679
68335,0,0.1721
68336,1,0.9487
68337,0,0.013
68338,0,0.0035
68339,1,0.948
68340,0,0.0087
68341,0,0.0268
68342,1,0.8299
68343,0,0.0267
68344,0,0.0018
68345,1,0.9278
68346,0,0.0031
68347,0,0.001
68348,0,0.0351
68349,0,0.0269
68350,1,0.914
68351,0,0.0391
68352,0,0.0009
68353,0,0.0138
68354,1,0.9785
68355,0,0.0105
68356,0,0.0149
68357,1,0.9195
68358,0,0.0307
68359,0,0.0157
68360,0,0.3446
68361,0,0.0296
68362,0,0.1173
68363,0,0.0078
68364,0,0.0052
68365,0,0.0067
68366,0,0.0267
68367,0,0.0291
68368,0,0.0739
68369,1,0.8933
68370,1,0.9629
68371,0,0.2599
68372,0,0.4895
68373,0,0.0553
68374,0,0.0594
68375,0,0.0102
68376,0,0.1068
68377,0,0.0774
68378,0,0.0148
68379,0,0.0102
68380,0,0.0431
68381,0,0.0146
68382,0,0.0212
68383,0,0.0461
68384,0,0.0234
68385,0,0.064
68386,0,0.0226
68387,0,0.0548
68388,0,0.0413
68389,0,0.1324
68390,0,0.0384
68391,0,0.0595
68392,0,0.0196
68393,0,0.0528
68394,1,0.9483
68395,0,0.0078
68396,0,0.1629
68397,0,0.0329
68398,0,0.2271
68399,0,0.0129
68400,0,0.0945
68401,0,0.2758
68402,0,0.0297
68403,0,0.1384
68404,1,0.9511
68405,0,0.0224
68406,0,0.0148
68407,1,0.9491
68408,0,0.3677
68409,0,0.0423
68410,0,0.0749
68411,0,0.0121
68412,0,0.0913
68413,0,0.0411
68414,1,0.9502
68415,0,0.3569
68416,0,0.0401
68417,0,0.1619
68418,0,0.0523
68419,0,0.0487
68420,0,0.0374
68421,1,0.696
68422,0,0.003
68423,0,0.0094
68424,1,0.9584
68425,0,0.014
68426,0,0.0051
68427,0,0.0895
68428,0,0.1395
68429,0,0.021
68430,0,0.0058
68431,0,0.0093
68432,0,0.0028
68433,0,0.0099
68434,0,0.0279
68435,1,0.9948
68436,0,0.0765
68437,0,0.0501
68438,0,0.037
68439,0,0.0087
68440,0,0.0053
68441,0,0.1386
68442,0,0.0103
68443,0,0.0597
68444,1,0.9798
68445,0,0.0257
68446,0,0.0274
68447,0,0.0038
68448,0,0.15
68449,0,0.0143
68450,1,0.8475
68451,0,0.0357
68452,0,0.0066
68453,0,0.0333
68454,0,0.0563
68455,0,0.0488
68456,0,0.2794
68457,0,0.1216
68458,0,0.011
68459,0,0.0346
68460,0,0.0096
68461,0,0.0106
68462,0,0.0076
68463,0,0.0086
68464,0,0.0533
68465,0,0.0289
68466,0,0.0089
68467,0,0.0352
68468,0,0.0157
68469,0,0.0601
68470,0,0.0048
68471,1,0.9237
68472,0,0.0084
68473,0,0.0564
68474,1,0.8328
68475,0,0.0214
68476,0,0.0056
68477,0,0.0324
68478,0,0.0033
68479,0,0.0189
68480,0,0.0567
68481,0,0.013
68482,0,0.0969
68483,0,0.0465
68484,0,0.0193
68485,0,0.0113
68486,0,0.0718
68487,0,0.0092
68488,1,0.9618
68489,0,0.0861
68490,0,0.0256
68491,0,0.0965
68492,0,0.3315
68493,0,0.0142
68494,0,0.0042
68495,0,0.0075
68496,0,0.1049
68497,0,0.0746
68498,0,0.0045
68499,0,0.0152
68500,0,0.0971
68501,0,0.0076
68502,0,0.0814
68503,0,0.0257
68504,0,0.0173
68505,0,0.0052
68506,0,0.0438
68507,0,0.0093
68508,0,0.0071
68509,0,0.2054
68510,0,0.0049
68511,0,0.0098
68512,0,0.0727
68513,0,0.0061
68514,1,0.9479
68515,0,0.0592
68516,0,0.0352
68517,0,0.0035
68518,1,0.9658
68519,0,0.0272
68520,0,0.0276
68521,0,0.0084
68522,0,0.2252
68523,0,0.005
68524,0,0.3843
68525,0,0.0074
68526,0,0.1819
68527,0,0.0649
68528,0,0.0686
68529,0,0.0073
68530,0,0.0202
68531,0,0.0105
68532,0,0.0024
68533,1,0.9626
68534,0,0.0302
68535,0,0.2624
68536,0,0.0095
68537,0,0.069
68538,0,0.0233
68539,0,0.0123
68540,0,0.0229
68541,0,0.0143
68542,0,0.0057
68543,0,0.0156
68544,0,0.0158
68545,0,0.0223
68546,0,0.0139
68547,1,0.9495
68548,0,0.007
68549,0,0.0036
68550,1,0.9579
68551,1,0.8571
68552,0,0.0023
68553,0,0.155
68554,0,0.0518
68555,0,0.0548
68556,0,0.1557
68557,0,0.0562
68558,1,0.9242
68559,0,0.0237
68560,1,0.9388
68561,0,0.1359
68562,0,0.2882
68563,1,0.5056
68564,0,0.0297
68565,0,0.0138
68566,0,0.0043
68567,0,0.0098
68568,0,0.0189
68569,0,0.0633
68570,0,0.0142
68571,1,0.9725
68572,0,0.1431
68573,0,0.0125
68574,0,0.019
68575,0,0.0055
68576,0,0.0111
68577,0,0.1649
68578,0,0.0569
68579,0,0.0078
68580,0,0.0104
68581,0,0.0489
68582,0,0.0983
68583,1,0.9897
68584,0,0.0128
68585,1,0.9582
68586,0,0.3504
68587,0,0.0135
68588,0,0.0343
68589,0,0.0104
68590,1,0.9717
68591,0,0.0247
68592,1,0.971
68593,0,0.0094
68594,0,0.0513
68595,0,0.0041
68596,0,0.0566
68597,0,0.2636
68598,0,0.015
68599,0,0.0244
68600,0,0.014
68601,0,0.01
68602,0,0.0696
68603,0,0.049
68604,0,0.4319
68605,0,0.0796
68606,0,0.0444
68607,0,0.0085
68608,0,0.0327
68609,0,0.003
68610,0,0.135
68611,0,0.0187
68612,1,0.9363
68613,0,0.0261
68614,0,0.0341
68615,0,0.0816
68616,0,0.0066
68617,0,0.0468
68618,0,0.0518
68619,0,0.2233
68620,0,0.0268
68621,0,0.077
68622,0,0.003
68623,0,0.017
68624,0,0.0037
68625,0,0.2602
68626,0,0.029
68627,0,0.0284
68628,0,0.0144
68629,0,0.0325
68630,1,0.8958
68631,0,0.0088
68632,0,0.0647
68633,0,0.0072
68634,0,0.0015
68635,1,0.9474
68636,0,0.0555
68637,0,0.0166
68638,0,0.0458
68639,1,0.8291
68640,0,0.0328
68641,1,0.6669
68642,0,0.0258
68643,0,0.007
68644,0,0.0353
68645,1,0.9652
68646,0,0.0254
68647,0,0.0117
68648,0,0.0081
68649,0,0.0184
68650,1,0.9173
68651,0,0.0648
68652,0,0.0232
68653,1,0.9657
68654,0,0.0836
68655,0,0.0332
68656,0,0.019
68657,0,0.0363
68658,1,0.8853
68659,0,0.0133
68660,0,0.04
68661,0,0.0419
68662,0,0.0224
68663,0,0.0364
68664,0,0.0012
68665,0,0.0203
68666,0,0.034
68667,0,0.0331
68668,0,0.0021
68669,0,0.1161
68670,0,0.0516
68671,0,0.0227
68672,0,0.0516
68673,0,0.0276
68674,0,0.0232
68675,0,0.0172
68676,0,0.01
68677,0,0.0634
68678,0,0.0214
68679,0,0.0384
68680,0,0.0228
68681,0,0.0043
68682,0,0.0273
68683,0,0.1166
68684,0,0.0637
68685,0,0.0263
68686,0,0.0061
68687,0,0.0093
68688,0,0.1365
68689,0,0.0011
68690,0,0.0108
68691,0,0.0186
68692,0,0.007
68693,0,0.1723
68694,0,0.0127
68695,0,0.06
68696,1,0.974
68697,0,0.0023
68698,0,0.0079
68699,0,0.3581
68700,1,0.9769
68701,0,0.0413
68702,0,0.0177
68703,0,0.0604
68704,0,0.159
68705,0,0.0194
68706,0,0.0648
68707,1,0.9058
68708,0,0.0179
68709,0,0.0091
68710,0,0.0952
68711,0,0.1249
68712,0,0.0157
68713,0,0.0887
68714,0,0.0812
68715,0,0.0019
68716,0,0.0092
68717,0,0.1158
68718,0,0.057
68719,0,0.062
68720,0,0.0642
68721,0,0.0602
68722,0,0.011
68723,1,0.9837
68724,0,0.0697
68725,0,0.0165
68726,0,0.0533
68727,0,0.0126
68728,0,0.0133
68729,0,0.186
68730,0,0.0059
68731,0,0.057
68732,0,0.0348
68733,0,0.0091
68734,0,0.0071
68735,0,0.2128
68736,0,0.0311
68737,0,0.0118
68738,0,0.0053
68739,0,0.014
68740,0,0.0134
68741,0,0.1407
68742,0,0.0043
68743,0,0.0103
68744,1,0.9851
68745,0,0.0109
68746,0,0.1278
68747,0,0.007
68748,1,0.9829
68749,0,0.0328
68750,0,0.118
68751,0,0.0157
68752,0,0.076
68753,0,0.0008
68754,0,0.0585
68755,0,0.007
68756,0,0.0363
68757,0,0.0188
68758,0,0.1724
68759,0,0.0167
68760,0,0.0527
68761,0,0.0442
68762,1,0.8163
68763,0,0.001
68764,1,0.99
68765,0,0.0904
68766,0,0.0605
68767,0,0.001
68768,0,0.0083
68769,0,0.0267
68770,0,0.0042
68771,0,0.0454
68772,0,0.0095
68773,0,0.0018
68774,0,0.0134
68775,1,0.9714
68776,0,0.0038
68777,0,0.005
68778,0,0.005
68779,1,0.9881
68780,0,0.1022
68781,0,0.0652
68782,0,0.0898
68783,0,0.0504
68784,0,0.0745
68785,0,0.001
68786,0,0.0149
68787,0,0.0127
68788,0,0.0451
68789,0,0.0022
68790,0,0.0058
68791,0,0.0021
68792,0,0.0033
68793,0,0.0375
68794,0,0.0062
68795,0,0.002
68796,0,0.0821
68797,0,0.089
68798,0,0.0451
68799,0,0.0539
68800,0,0.0082
68801,0,0.1024
68802,0,0.01
68803,1,0.8233
68804,1,0.7157
68805,0,0.0291
68806,1,0.8976
68807,0,0.1184
68808,0,0.035
68809,0,0.0426
68810,0,0.053
68811,1,0.959
68812,0,0.0317
68813,0,0.033
68814,0,0.0048
68815,0,0.0285
68816,0,0.014
68817,0,0.1555
68818,0,0.0503
68819,0,0.042
68820,0,0.0561
68821,0,0.0024
68822,0,0.0173
68823,0,0.0522
68824,1,0.6181
68825,1,0.9227
68826,0,0.0312
68827,0,0.0146
68828,0,0.0113
68829,1,0.9841
68830,0,0.0228
68831,0,0.0043
68832,0,0.0223
68833,1,0.9663
68834,0,0.0787
68835,0,0.01
68836,0,0.0462
68837,1,0.5427
68838,0,0.0413
68839,0,0.0297
68840,0,0.0127
68841,0,0.0121
68842,0,0.0414
68843,0,0.4385
68844,0,0.0426
68845,1,0.9078
68846,1,0.802
68847,0,0.0374
68848,0,0.1564
68849,0,0.0352
68850,0,0.0254
68851,0,0.0177
68852,0,0.0449
68853,0,0.0224
68854,0,0.0085
68855,1,0.9649
68856,0,0.0349
68857,0,0.0152
68858,0,0.0161
68859,0,0.0122
68860,0,0.0162
68861,0,0.0028
68862,0,0.1214
68863,0,0.1355
68864,0,0.0883
68865,0,0.0184
68866,0,0.1066
68867,0,0.0176
68868,1,0.9483
68869,0,0.2552
68870,0,0.0024
68871,0,0.0371
68872,0,0.0427
68873,0,0.1165
68874,0,0.0425
68875,0,0.0252
68876,0,0.0314
68877,0,0.0058
68878,1,0.8299
68879,0,0.0173
68880,0,0.0129
68881,0,0.0251
68882,0,0.0218
68883,0,0.0283
68884,0,0.031
68885,0,0.0167
68886,0,0.1936
68887,0,0.0323
68888,0,0.0134
68889,0,0.0225
68890,0,0.0154
68891,1,0.9641
68892,0,0.0531
68893,0,0.0055
68894,0,0.0324
68895,0,0.0026
68896,0,0.0013
68897,0,0.4431
68898,0,0.0191
68899,1,0.8648
68900,1,0.9544
68901,0,0.0099
68902,0,0.0248
68903,0,0.01
68904,0,0.0585
68905,0,0.0178
68906,0,0.0064
68907,0,0.0068
68908,0,0.0422
68909,0,0.0279
68910,0,0.0304
68911,1,0.8817
68912,0,0.0035
68913,0,0.0063
68914,0,0.0332
68915,0,0.0127
68916,0,0.0062
68917,0,0.2148
68918,0,0.008
68919,0,0.0047
68920,0,0.0146
68921,0,0.1861
68922,0,0.0044
68923,0,0.0089
68924,0,0.0602
68925,0,0.0437
68926,1,0.9537
68927,0,0.0325
68928,1,0.9027
68929,0,0.0112
68930,1,0.9486
68931,0,0.1991
68932,0,0.0288
68933,0,0.0154
68934,0,0.0162
68935,0,0.0064
68936,0,0.0183
68937,0,0.0122
68938,0,0.2481
68939,0,0.0306
68940,0,0.073
68941,0,0.0015
68942,0,0.0522
68943,0,0.0113
68944,0,0.1079
68945,0,0.0682
68946,0,0.0093
68947,0,0.0086
68948,0,0.0347
68949,0,0.0073
68950,1,0.9691
68951,0,0.0059
68952,0,0.028
68953,0,0.0167
68954,0,0.0099
68955,0,0.0145
68956,0,0.0013
68957,0,0.0175
68958,0,0.0571
68959,1,0.9939
68960,0,0.0345
68961,0,0.0339
68962,0,0.0179
68963,1,0.9557
68964,0,0.0221
68965,0,0.0354
68966,0,0.0231
68967,0,0.0556
68968,0,0.1619
68969,0,0.0182
68970,0,0.0152
68971,0,0.0346
68972,0,0.0307
68973,0,0.013
68974,0,0.0043
68975,0,0.0826
68976,0,0.0395
68977,0,0.0078
68978,0,0.0571
68979,0,0.1988
68980,0,0.001
68981,0,0.0088
68982,0,0.0094
68983,0,0.007
68984,0,0.0492
68985,0,0.0745
68986,0,0.0412
68987,0,0.0218
68988,0,0.0013
68989,0,0.0057
68990,1,0.9765
68991,1,0.9728
68992,0,0.0188
68993,0,0.0929
68994,0,0.0529
68995,0,0.0333
68996,1,0.8961
68997,0,0.007
68998,0,0.0262
68999,0,0.0522
69000,0,0.0571
69001,1,0.9794
69002,0,0.0096
69003,0,0.0444
69004,0,0.0036
69005,0,0.0065
69006,0,0.0447
69007,0,0.0596
69008,0,0.1653
69009,0,0.0068
69010,0,0.4066
69011,0,0.0096
69012,0,0.0008
69013,0,0.2079
69014,1,0.9508
69015,0,0.0131
69016,0,0.0144
69017,1,0.9783
69018,0,0.0667
69019,0,0.0524
69020,0,0.0084
69021,0,0.0083
69022,0,0.0721
69023,0,0.0579
69024,0,0.0236
69025,0,0.0052
69026,0,0.0071
69027,0,0.0557
69028,0,0.0514
69029,0,0.0007
69030,1,0.9398
69031,0,0.0134
69032,0,0.0833
69033,0,0.0308
69034,0,0.0325
69035,0,0.0324
69036,0,0.0104
69037,0,0.0093
69038,0,0.0096
69039,0,0.0336
69040,0,0.0582
69041,0,0.009
69042,0,0.0071
69043,0,0.0432
69044,0,0.0007
69045,0,0.0009
69046,0,0.0117
69047,1,0.9459
69048,1,0.9772
69049,0,0.0163
69050,0,0.1388
69051,0,0.0112
69052,1,0.9542
69053,0,0.0043
69054,0,0.1554
69055,0,0.0181
69056,0,0.0276
69057,0,0.3089
69058,0,0.0309
69059,0,0.4569
69060,0,0.0303
69061,0,0.0236
69062,0,0.0341
